Data Bencana,,,,,,,,,,,,,,,
No.,Kode Identitas Bencana,ID Kabupaten,Tanggal Kejadian,Kejadian,Lokasi,Kabupaten,Provinsi,Kronologi & Dokumentasi,Penyebab,Meninggal,Hilang,Terluka,Rumah Rusak,Rumah Terendam,Fasum Rusak
78,1308 101 2023 012 026 1,1308,12/26/2023,BANJIR,Kec. Mapattunggul Selatan Ds. Silayang Kec. Lubuk Sikaping Kec. Panti Kec. Dua Koto,PASAMAN,SUMATERA BARAT,Dokumentasi,●Dipicu oleh hujan dengan intensitas tinggi,,,,2,59,0
79,5202 105 2023 012 026 1,5202,12/26/2023,CUACA EKSTREM,Batukliang Utara,LOMBOK TENGAH,NUSA TENGGARA BARAT,Dokumentasi,,,,,1,,0
80,1402 101 2023 012 026 1,1402,12/26/2023,BANJIR,Kec. Rengat Ds. Sungai Raya Ds. Pasir Kemilau Ds. Kuantan Babu,INDRAGIRI HULU,RIAU,Dokumentasi,●Dipicu oleh intensitas hujan yang tinggi,,,,175,,13
81,1401 101 2023 012 026 1,1401,12/26/2023,BANJIR,Kec. Tapung Hilir Ds. Koto Garo,KAMPAR,RIAU,Dokumentasi,,,,,0,50,6
82,1406 101 2023 012 026 1,1406,12/26/2023,BANJIR,Kec. Rambah  Ds. Pematang Berangan Ds. Babussalam  Kec. Rambah Hilir Ds. Rambah Hilir Timur Ds. Rambah Hilir Tengah Ds. Muara Musu  Kec. Rokan IV Koto Ds. Cipang Kiri Hilir Ds. Rokan Koto Ruang Kec. Bonai Darussalam Ds. Kasang Padang Ds. Sontang Kec. Tambusai Ds. Lubuk Soting Kec. Kunto Darussalam Kel. Kota Lama Ds. Kota Intan Kec. Kepenuhan Hulu Ds. Pekan Tebih Kec. Kepenuhan Ds. Kepenuhan Barat,ROKAN HULU,RIAU,Dokumentasi,●Dipicu oleh hujan dengan intensitas tinggi,1,,,1033,3806,11
83,1472 101 2023 012 026 1,1472,12/26/2023,BANJIR,Kec. Dumai Selatan Kel. Bumi Ayu Kel. Bukit Datuk Kel. Ratu Sima,KOTA DUMAI,RIAU,Dokumentasi,●Dipicu hujan dengan intensitas tinggi mengakibatkan sungai Dumai meluap,,,,0,364,0
84,1404 101 2023 012 026 1,1404,12/26/2023,BANJIR,Ds.Limau Manis Kec. Tempuling Ds.Mumpa,INDRAGIRI HILIR,RIAU,Dokumentasi,,,,,0,180,0
85,1407 101 2023 012 026 1,1407,12/26/2023,BANJIR,Kec. Rantau Kopar Ds. Sungai Rangau Kec. Tanah Putih Kec. Pujud Kec. Rantau Kopar  Kec. Kubu Kec. Sinaboi Kec. Tanjung Medan Kec. Kubu Babussalam Kec. Bangko Kec. Bangko Pusako,ROKAN HILIR,RIAU,Dokumentasi,●Dipicu oleh intensitas hujan yang tinggi,,,,0,13294,0
86,5202 105 2023 012 025 1,5202,12/25/2023,CUACA EKSTREM,Kec. Praya Barat Ds. Kabol,LOMBOK TENGAH,NUSA TENGGARA BARAT,Dokumentasi,●Dipicu oleh hujan dengan intensitas tinggi disertai angin kencang,,,,1,,0
87,1905 101 2023 012 025 1,1905,12/25/2023,BANJIR,Kec. Parittiga Ds. Sekarbiru  Ds. Puput  Ds. Airgantang Kec. Jebus Ds. Sinar Manik,BANGKA BARAT,KEPULAUAN BANGKA BELITUNG,Dokumentasi,●Dipicu oleh hujan dengan intensitas tinggi,,,,0,317,0
88,3201 105 2023 012 025 1,3201,12/25/2023,CUACA EKSTREM,Kec. Jonggol Ds. Sukamaju Kec. Cibungbulang Ds. Situ Udik,BOGOR,JAWA BARAT,Dokumentasi,●Dipicu oleh hujan dengan intensitas tinggi disertai angin kencang,,,,4,,0
89,1174 101 2023 012 025 1,1174,12/25/2023,BANJIR,Kec. Langsa Baro Ds. Gedubang Aceh Kec. Langsa Kota Ds. Jawa  Kec.  Langsa Lama Ds. Sidodadi  Ds. Sidorejo  Ds. Seulalah Baru  Ds. Seulalah Induk Ds. Pondok Pabrik 3 Ds. Merandeh Teungoh Ds. Pondok Kemuning Ds. Merandeh Dayah,KOTA LANGSA,ACEH,Dokumentasi,●Dipicu oleh hujan dengan intensitas tinggi,,,,0,,0
90,3308 105 2023 012 025 1,3308,12/25/2023,CUACA EKSTREM,Kec. Muntilan Desa Kejiwan,MAGELANG,JAWA TENGAH,Dokumentasi,Hujan dengan intensitas tinggi disertai angin kencang,,,,10,,0
91,1102 101 2023 012 025 1,1102,12/25/2023,BANJIR,Kec. Bambel Desa Lawe Hijo Desa Lawe hijo gabungan Desa lawe hijo ampera Desa Kuning I Desa Pinding,ACEH TENGGARA,ACEH,Dokumentasi,●Dipicu oleh curah hujan dengan intensitas sedang-tinggi yang mengguyur hampir seluruh wilayah Aceh Tenggara,,,,0,,0
92,3204 101 2023 012 025 1,3204,12/25/2023,BANJIR,Kec. Dayeuhkolot Ds. Citeureup Kec. Margaasih Ds. Cigondewah Hilir,BANDUNG,JAWA BARAT,Dokumentasi,●Dipicu oleh hujan dengan intensitas tinggi,,,,2,303,0
93,1116 101 2023 012 025 1,1116,12/25/2023,BANJIR,Kec. Tamiang Hulu Ds. Rongoh  Ds. Kaloy  Ds. Bandar Khalifah Kec. Bandar Pusaka Ds. Jambo Rambong Ds. Pantai Ceumpa Ds. Batang Ara Ds. Serba  Ds. Babo  Ds. Pengidam  Kec. Kejuruan Muda Ds. Alur Selebu Ds. Bukit Rata,ACEH TAMIANG,ACEH,Dokumentasi,●Dipicu oleh hujan dengan intensitas tinggi,,,,0,,0
94,1403 101 2023 012 025 1,1403,12/25/2023,BANJIR,Sungai Linau,BENGKALIS,RIAU,Dokumentasi,,,,,0,247,0
95,3273 102 2023 012 025 1,3273,12/25/2023,TANAH LONGSOR,Kec. Batununggal Kel. Male’er Kec. Coblong Kel.  Lebak Siliwangi,KOTA BANDUNG,JAWA BARAT,Dokumentasi,●Dipicu oleh hujan dengan intensitas tinggi,,,,0,,0
96,1207 101 2023 012 025 1,1207,12/25/2023,BANJIR,Kec. Batang Kuis Ds. Bakaran Batu Ds. Bintang Meriah Ds. Sena Kec. Percut Sei Tuan Ds. Sambirejo Timur Kec. Tanjung Morawa Ds. Tanjung Morawa B Ds. Bangun Sari Baru Ds. Tanjung Baru,DELI SERDANG,SUMATERA UTARA,Dokumentasi,●Dipicu oleh hujan deras merata di Kabupaten Deli Serdang menyebabkan tanggul jebol di Sungai Batang Kuis dengan lebar ±7M dan tinggi air 60Cm dan meluapnya sungai Sena.,1,,,0,2240,0
97,1108 101 2023 012 025 1,1108,12/25/2023,BANJIR,Kec. Kec. Dewantara Gp. Tambon Baroh Gp. Keude Krueng Geukueh Gp. Lancang Barat Gp. Uteun Geulinggang Gp. Tambon Tunong Gp. Paloh Lada.  Kec. Nisam Gp. Barat Kec. Pirak Timu Gp. Rayeuk pange Gp. Krueng Gp. Matangkeh Gp. Geulumpang Gp. Leupe Gp. Asan krueng kreh Gp. Alue bungkoh Gp. Munye tujuh Gp. Ceumecet   Gp. Beuracan rata Gp. Bungong Gp. Trieng Krueng Kreh Gp. Tanjong Seurikuy Gp. Reungkam Gp. Keutapang Gp. Teupin u Gp. Pucok Alue Kec. Lhoksukon Gp. Kumbang LT Gp. Meurbo LT Gp. Geulumpang Lt.  Gp. Krueng LT Gp. Jok LT Gp. Tuha LT Gp. Rawa LT Gp. Meucat LT Gp. Rayeuk LB Gp. Babah Geudeubang LT Gp. Dayah LB Gp. Geumata Gp. Buloh LT Gp. Nga LT Gp. Meuria LT Gp. Buket Mee LT Gp. Tring Pantang Gp. Kuta Lhoksukon Gp. Asan LB Gp. Pante AB Gp. Pulo Dulang Gp. Keutapang Gp. Ceubrek Gp. Blang MU Gp. Manyang Gp. Trieng MU Gp. Beringen LB Gp. Tutong Gp. Geulinggang Gp. Ulee Barat Gp. Matang Munjee Kec. Tanah Luas Gp. Paya Beurandang Gp. Matang Ben Gp. Matang Cibrek Gp. Alue Pangkat Gp. Pulo U Gp. Hueng Kec. Langkahan Gp. Buket Linteung Gp. Lubok Pusaka Gp. Seureuke Kec. Matangkuli Gp. Leubok Pirak Gp. Pante Pirak Gp. Ceubrek Pirak Gp. Beuringin Pirak Gp. Meunye Pirak Gp. Siren  Gp. Tanjong Haji Muda Gp. Lawang Gp. Alue Tho Gp. Hagu Gp. Alue Entok Gp. Tumpok Barat Gp. Teungoh Seuleumak Gp. Meuria Gp. Tanjong Tgk Kali Gp. Tgk Ali Gp. Punti Matangkuli Gp. Parang Sikureung Gp. Blang Matangkuli Gp. Baro Gp. Mee Gp. Tanjong Babah Krueng Gp. Teupin Keubeu Gp. Keudeu Matangkuli Gp. Trieng Teupin Keubeu Kec. Samudera Gp. Madan  Gp. Tanjg hagu Kec. Cot Girek  Gp. U.BARO Gp. KAMPUNG TEMPEL Gp. LHOK MEURBO Gp. COT GIREK Gp. BEURANDANG ASAN Gp. ARA Kec. Gereudong Pase Gp. Darussalam Kec. Syamtalira Baru Gp Beunot Kec. Raya Bakong Kec. Syamtalira Aron Gp. Alue Gunto Gp. Ampeh,ACEH UTARA,ACEH,Dokumentasi,●Dipicu oleh Hujan lebat yang mengguyur  Kab. Aceh Utara dan Kab. Bener Meriah dalam 2 hari ini.  Pada hari Minggu tanggal 24 Desember 2023,,,,0,,0
98,1673 101 2023 012 025 1,1673,12/25/2023,BANJIR,Kec. Lubuklinggau Selatan Kel. Rahma  Kec. Lubuklinggau Timur Kel. Cereme Taba,KOTA LUBUK LINGGAU,SUMATERA SELATAN,Dokumentasi,●Dipicu oleh hujan dengan intensitas tinggi,,,,6,,0
99,1222 101 2023 012 025 1,1222,12/25/2023,BANJIR,Kec. Torgamba Ds. Rasau Kec. Kotapinang Ds. Pasir Tuntung Kel. Kota Pinang Ds. Sisumit Kec. Kampung Rakyat Ds. Tanjung Mulya Kec. Torgamba Ds. Bunut Ds. Asam Jawa Ds. Air Merah,LABUHANBATU SELATAN,SUMATERA UTARA,Dokumentasi,●Dipicu oleh hujan dengan intensitas tinggi,,,,0,1752,0
100,1205 101 2023 012 025 1,1205,12/25/2023,BANJIR,Kec. Sawit Saberang Ds. Sawit Hulu Dsn. Afdeling Satu Kec. Padang Tualang Ds. Jati Sari Dsn. Sido Dadi Ds. Tanjung Putus,LANGKAT,SUMATERA UTARA,Dokumentasi,●Dipicu hujan dengan intensitas tinggi mengakibatkan meluapnya sungai dan parit kecil di Kebun PTPN 2 Padang Tualang,,,,0,160,0
101,1407 101 2023 012 024 1,1407,12/24/2023,BANJIR,Kec.Batu Hampar Kep. Bantaian Baru,ROKAN HILIR,RIAU,Dokumentasi,,,,,0,357,0
102,1509 101 2023 012 024 1,1509,12/24/2023,BANJIR,Kec Tebo Tengah Desa Persajian,TEBO,JAMBI,Dokumentasi,,,,,0,120,0
103,1222 101 2023 012 024 1,1222,12/24/2023,BANJIR,,LABUHANBATU SELATAN,SUMATERA UTARA,Dokumentasi,,,,,0,2228,0
104,1572 101 2023 012 024 1,1572,12/24/2023,BANJIR,Kec. Hamparan Lawang  Ds. Paling Serumpun  Ds. Kota Dian Rawan   Koto Dian   Koto Beringin   Maliki Air   Kampung Hilir   Kampung Dalam   Lirik Kemahan   Cempaka   Koto Teluk   Dusun Hilir   Simpang Tiga  Paling Serumpun   Tanjung  Tanjung Muda  Kec. Tanah KAmpung Ds. Koto Panap Ds. Koto Tengah   Baru Debai  Pendung Hiang  Koto Pudung   Sembilan   Koto Tuo   Koto Panap   Koto Tengah  Tanjung Bunga   Koto Padang  Tanjung Karang  Koto Baru TK   Koto Dumo    Mekar Jaya  Kec. Koto Baru Ds. Koto Baru   Koto Limau Manis  Srimenanti   Koto Baru   Kampung Tengah  Permai Indah Ds. Srimenanti    Kec. Pondok Tinggi  Karya Bakti  Lawang Agung  Kec. Kumun Debai  Debai  Pinggir Air  Kec. Sungai Penuh  Gedang,KOTA SUNGAI PENUH,JAMBI,Dokumentasi,"●Intensitas hujan deras di wilayah kota sungai penuh dan kab.kerinci, menyebabkan meluapnya sungai batang merao",2,,2,82,7957,3
105,3207 107 2023 012 024 1,3207,12/24/2023,KEBAKARAN HUTAN DAN LAHAN,Kec. Banjaranyar Ds. Sindangrasa,CIAMIS,JAWA BARAT,Dokumentasi,●Dalam penyelidikan,,,,0,,0
106,1103 101 2023 012 024 1,1103,12/24/2023,BANJIR,Kec. Simpang Jernih Ds. Pante Kera Kec. Pantee Bidari Ds. Pante Labu Ds. Bang Seunong Ds. Sah Raja Kec. Indra Makmur Ds. Alu Ie Mirah Ds. Julok Rayeuk Utara Ds. Jambo Lubok Kec. Sungai Raya Ds. Paya Ketapang Ds. Snb Pase Ds. Gajah Mentah Ds. Sungai Simpang Kec. Birem Bayeun Ds. Keude Birem Ds. Alue Nyamuk Ds. Paya Bili Sa Ds. Paya Bili Dua Ds. kemuneng Hulu Ds. Peutow Kec. Rantau Peureulak Ds. Seumanah Jaya Kec. Banda Alam Ds. Jambo Reuhat Kec. Idi Timur Ds. Babah Kreung Kec. Idi Tunong Ds. Snb Buya,ACEH TIMUR,ACEH,Dokumentasi,●Dipicu oleh hujan dengan intensitas tinggi,,,,0,,0
107,6472 102 2023 012 024 1,6472,12/24/2023,TANAH LONGSOR,Kec. Sungai Kunjang Kel. Karang Anyar,KOTA SAMARINDA,KALIMANTAN TIMUR,Dokumentasi,●Dipicu oleh hujan dengan intensitas tinggi,,,,1,,0
108,6472 101 2023 012 024 1,6472,12/24/2023,BANJIR,Kec. Sungai Kunjang Kel. Lok Bahu,KOTA SAMARINDA,KALIMANTAN TIMUR,Dokumentasi,●Dipicu oleh hujan dengan intensitas tinggi,,,,0,,0
109,1220 101 2023 012 023 1,1220,12/23/2023,BANJIR,,PADANG LAWAS UTARA,SUMATERA UTARA,Dokumentasi,,,,,0,120,0
110,1401 101 2023 012 023 1,1401,12/23/2023,BANJIR,Kec. Tapung Hilir Ds. Koto Garo Ds. Koto Aman Kec. Siak Hulu Ds. Lubuk Siak Ds. Buluh Cina Kec. Kampar Kiri Ds. Teluk Paman Timur  Kec. Gunung Sahilan Ds. Gunung Sahilan Kec. Tambang Ds. Kualu,KAMPAR,RIAU,Dokumentasi,●Dipicu oleh intensitas hujan yang tinggi dan terus-menerus menyebabkan Sungai Tapung meluap,,,,2,3819,16
111,7501 105 2023 012 023 1,7501,12/23/2023,CUACA EKSTREM,Kec. Talaga Biru   Ds. Dumati,GORONTALO,GORONTALO,Dokumentasi,●Dipicu oleh hujan dengan intensitas sedang - lebat dan pohon tumbang,,,,1,,0
112,2101 105 2023 012 023 1,2101,12/23/2023,CUACA EKSTREM,Kec. Bintan Pesisir Ds. Mapur,BINTAN,KEPULAUAN RIAU,Dokumentasi,●Dipicu oleh hujan dengan intensitas tinggi disertai angin kencang,,,,2,,0
113,5306 111 2023 012 023 1,5306,12/23/2023,ERUPSI GUNUNG API,Kec. Wulanggitan Ds. Nawakote  Ds. Hokeng Jaya  Ds. Klatanlo Ds. Waiula Kec. Ile Bura Ds. Dulipari,FLORES TIMUR,NUSA TENGGARA TIMUR,Dokumentasi,●Telah terjadi erupsi gunung lewotobi laki-laki  berupa letusan vulkanik  yang terdiri dari hujan abu vulkanik tipis  dengan ketinggian semburan  abu kurang lebih 1 km dari permukaan kawah. Peyebaran abu vulkani mengikuti arah angin.,,,,0,,0
114,3204 105 2023 012 023 1,3204,12/23/2023,CUACA EKSTREM,Kec. Arjasari   Ds. Patrolsari Kec. Ciparay Ds. Ciheulang Kec. Baleendah Kel. Jelekong Kel. Wargamekar,BANDUNG,JAWA BARAT,Dokumentasi,●Dipicu oleh hujan dengan intensitas tinggi disertai angin kencang,,,,78,,0
115,3402 107 2023 012 023 1,3402,12/23/2023,KEBAKARAN HUTAN DAN LAHAN,KEC Sanden KEL Srigading,BANTUL,DAERAH ISTIMEWA YOGYAKARTA,Dokumentasi,,,,,0,,0
116,1222 101 2023 012 023 1,1222,12/23/2023,BANJIR,Kec. Kampung Rakyat Ds. Tanjung Mulya,LABUHANBATU SELATAN,SUMATERA UTARA,Dokumentasi,●Dipicu hujan dengan intensitas tinggi mengakibatkan meluapnya sungai Barumun,,,,0,1000,0
117,1502 101 2023 012 022 1,1502,12/22/2023,BANJIR,Kec Margo Tabir Desa Lubuk Bumbun,MERANGIN,JAMBI,Dokumentasi,,,,,0,1184,29
118,1401 101 2023 012 021 1,1401,12/21/2023,BANJIR,Kec. Kampar Kiri Hilir Ds. Mantulik,KAMPAR,RIAU,Dokumentasi,,,,,0,120,2
119,1508 101 2023 012 021 1,1508,12/21/2023,BANJIR,Kec. Rantau Pandan Ds. Rantau Pandan Ds. ⁠Lubuk Kayu Aro Ds. ⁠Leban  Ds. ⁠Rantau Duku Ds. ⁠Talang Sungai Bungo Ds. ⁠Lubuk Mayan,BUNGO,JAMBI,Dokumentasi,●Dipicu curah hujan tinggi yang menyebabkan meluapnya sungai batang bungo dan naik ke pemukiman warga,1,,,0,,0
120,6308 105 2023 012 021 1,6308,12/21/2023,CUACA EKSTREM,Desa Telaga Mas RT.03 dan RT.05 Kecamatan danau panggang,HULU SUNGAI UTARA,KALIMANTAN SELATAN,Dokumentasi,,,,,8,,0
121,1215 101 2023 012 021 1,1215,12/21/2023,BANJIR,Kec. Salak Ds. Sibongkaras,PAKPAK BHARAT,SUMATERA UTARA,Dokumentasi,●Dipicu curah hujan dengan intensitas tinggi menyebabkan terjadinya bencana banjir bandang dan tanah longsor,,,,0,,1
122,1502 101 2023 012 021 1,1502,12/21/2023,BANJIR,Kec Tabir Desa Tanjung Ilir Kec Tabir Ilir Desa Tanjung Ilir,MERANGIN,JAMBI,Dokumentasi,,,,,0,409,0
123,1213 101 2023 012 020 1,1213,12/20/2023,BANJIR,Kec. Lembah Sorik Marapi Ds. Purba Baru,MANDAILING NATAL,SUMATERA UTARA,Dokumentasi,●dipicu akibat hujan lebat dan meluapnya sungai Aek Singolot dan Aek Milas.,,,1,2,,1
124,3201 106 2023 012 020 1,3201,12/20/2023,KEKERINGAN,Kec. Megamendung Ds. Sukagalih,BOGOR,JAWA BARAT,Dokumentasi,●Dikarenakan intensitas hujan yang menurun diwilayah tersebut sehingga mengakibatkan sumber mata air berkurang dan warga sekitaran kesulitan memenuhi kebutuhan air bersih setiap harinya.,,,,0,,0
125,1409 101 2023 012 020 1,1409,12/20/2023,BANJIR,Kec. Cerenti Ds. Sikakak Ds. Pulau Jambu Ds. Teluk Pauh Ds. Pulau Panjang Ds. Kampung Baru Ds. Pesikaian Ds. Pulau Bayur Kec. Sentajo Raya Ds. Pulau Komang Sentajo Kec. Inuman Ds. Pulau Sipan Ds. Ketipang Jaya Ds. Banjar Nan Tigo Ds. Pulau Panjang Hulu Ds. Seberang Pulau Busuk Ds. Pulau Panjang Hilir Ds. Pulau Busuk Ds. Pulau Busuk Jaya Ds. Koto Inuman Ds. Bedeng Sikuran Ds. Pasar Inuman Ds. Kp. Baru Koto Ds. Lubuh Kurus Kec. Kuantan Hilir Seberang Ds. Pelukahan Ds. Pulau Beralo Ds. Tanjung Pisang Ds. Lumbok Ds. Pulau Baru Ds. Pulau Kulur Ds. Rawa Oguang Ds. Danau Ds. Pengalihan Ds. Tanjung Ds. Koto Rajo Ds. Sungai Sorik,KUANTAN SINGINGI,RIAU,Dokumentasi,,,,,0,5419,0
126,1302 101 2023 012 020 1,1302,12/20/2023,BANJIR,Kec. Pantai Cermin Nagari Surian,SOLOK,SUMATERA BARAT,Dokumentasi,"●kejadian berawal dari durasi curah hujan yg cukup tinggi di hulu sungai sehingga daya tampung hiliran sungai melebihi kapasitas dan terjadi banjir bandang, pada hari Rabu, 20 Desember 2023 Pukul 18.00 WIB",,,,2,,7
127,1572 101 2023 012 020 1,1572,12/20/2023,BANJIR,Kec Pesisir Bukit Desa Tanjung Muda,KOTA SUNGAI PENUH,JAMBI,Dokumentasi,,,,,0,311,0
128,1273 102 2023 012 020 1,1273,12/20/2023,TANAH LONGSOR,Kec. Simare-mare Kel. Sibolga Ilir,KOTA SIBOLGA,SUMATERA UTARA,Dokumentasi,●Dipicu akibat curah hujan dengan intensitas tinggi,,,,1,,0
129,1407 101 2023 012 020 1,1407,12/20/2023,BANJIR,Kec. SinaboiKep. Raja Bejamu Kel. Sinaboi Kep. Sungai Bakau Kep. Raja Darussalam,ROKAN HILIR,RIAU,Dokumentasi,,,,,0,1578,4
130,1401 101 2023 012 020 1,1401,12/20/2023,BANJIR,Kec. Kampar Kiri Ds. Teluk Paman Timur Ds. Kuntu Kec. Siak Hulu Ds. Buluh Cina Ds. Lubuk Siam,KAMPAR,RIAU,Dokumentasi,,,,,0,1332,2
131,1202 101 2023 012 020 1,1202,12/20/2023,BANJIR,Kec.Purbatua Ds. Bonanidolok,TAPANULI UTARA,SUMATERA UTARA,Dokumentasi,"●Dipicu akibat hujan lebat dan meluapnya air yang mengakibatkan banjir pada hari Rabu, 20 Desember 2023, Pkl. 18:00 WIB yang membawa material tanah & batu yang menimpa rumah warga",,,,2,33,0
132,1208 101 2023 012 020 1,1208,12/20/2023,BANJIR,Kec. Sungai Lala,SIMALUNGUN,SUMATERA UTARA,Dokumentasi,●dipidu akibat curah hujan dengan intensitas tinggi,,,,2,20,0
133,1402 101 2023 012 019 1,1402,12/19/2023,BANJIR,Kec. Kelayang Ds. Dusun Tua Hulu Kec. Sungai Lala Ds. Tanjung Danau,INDRAGIRI HULU,RIAU,Dokumentasi,,,,,0,24,6
134,1401 101 2023 012 019 1,1401,12/19/2023,BANJIR,Kec. Kampar Kiri Ds. Sungai Paku Ds.Kuntu Kec. Gunung Sahilan Ds. Sahilan Darussalam Ds. Gunung Sahilan,KAMPAR,RIAU,Dokumentasi,,,,,0,1021,0
135,1409 101 2023 012 019 1,1409,12/19/2023,BANJIR,Kec. Kuantan Tengah Ds. Pulau Baru Ds. Munsalo Ds. Pulau Gondang Kari Ds. Pulau Aro Ds. Bandar Alai Ds. Seberang Taluk Ds. Seberang Taluk Hilir Ds. Pulau Banjar Kari Ds. Pulau Kedundung Ds. Koto Taluk Ds. Koto Tuo Ds. Koto Kari Ds. Sawah Kec. Benai Ds. Banjar Benai Ds. Tolamtam Ds. Banjar Lopak Ds. Pulau Kalimanting Ds. Tanjung Simandolak Ds. Siberakun Ds. Pulau Tongah Ds. Ujung Tanjung Ds. Pulau Lancang Ds. Tebing Tinggi Ds. Koto Simandolak Ds. Palau Ingu Ds. Benai Kecil Kec. Kuantan Mudik Ds. Bukit Kauman Ds. Aur Duri Ds. Kinali Ds. Banjar Padang Ds. Sangau Ds. Rantau Sialang Ds. Luai Ds. Pebauan Hilir Ds. Bukit Pedusunan Ds. Sungai Manau Ds. Kasang Ds. Seberang Pantai Kec. Pangean Ds. Pauh Angit Hulu Ds. Rawang Binjai Ds. Pauh Angit Ds. Pulau Tengah Ds. Pulau Kumpai Ds. Koto Ds. Pasar Baru Ds. Pembatang Ds. Padang Kunik Ds. Padang Tanggung Ds. Teluk Pauh Ds. Teluk Bekali Ds. Pulau Deres Ds. Sukaping Ds. Pulau Rengas Kec. Hulu Kuantan Ds. Mudik Ulo Ds.Lubuk Ambacang Kec. Sengingi Hilir Ds. Petai Ds. Koto Baru Ds. Sungai Paku Ds. Tanjung Pauh Kec. Kuantan Hilir Ds. Kepala Pulau Ds. Pulau Madinah Ds. Pulau Kijang Ds. Kampung Tengah Ds. Banuaran Kel. Pasar Usang,KUANTAN SINGINGI,RIAU,Dokumentasi,,,,,0,5796,0
136,1406 101 2023 012 019 1,1406,12/19/2023,BANJIR,Kec. Kuntu Darussalam Kel. Kota Lama,ROKAN HULU,RIAU,Dokumentasi,,,,,141,,3
137,1406 101 2023 012 018 1,1406,12/18/2023,BANJIR,Kec. Kepenuhan  Ds. Ulak Patin Kec. Bonai Darussalam Ds. Kasang Padang Ds. Sontang Ds. Kasang Mungkal Kec. Tambusai Ds. Lubuk Soting Kec. Rokan IV Koto Ds. Rokan Koto Ruang Kec. Kuntu Darussalam  Kel. Kota Lama,ROKAN HULU,RIAU,Dokumentasi,●Kondisi ini disebabkan curah hujan yang tinggi dan meluapnya aliran Sungai,,,,0,211,0
138,3604 107 2023 012 018 1,3604,12/18/2023,KEBAKARAN HUTAN DAN LAHAN,Kec. Anyer Ds. Mekarsari,SERANG,BANTEN,Dokumentasi,●Masih dalam penyelidikan,,,,0,,0
139,1308 101 2023 012 018 1,1308,12/18/2023,BANJIR,Kec. Padang Gelugur Nagari. Bahagia Padang Gelugur  Kec. Rao Utara Nagari. Langguang Kec. Mapat Tunggul Nagari. Muara Tais Nagari. Pintu Padang Kec. Panti  Nagari. Panti Kec. Lubuk Sikaping Nagari. Sundata Kec. Rao selatan Ds. Lansek kodok,PASAMAN,SUMATERA BARAT,Dokumentasi,●Akibat Curah dengan intensitas tinggi,,,,0,172,0
140,1372 101 2023 012 018 1,1372,12/18/2023,BANJIR,Kec. Tanjung Harapan kel. Laing.  Kel. Koto Panjang,KOTA SOLOK,SUMATERA BARAT,Dokumentasi,●Hujan dengan intensitas tinggi,,,,0,5,0
141,3204 102 2023 012 018 1,3204,12/18/2023,TANAH LONGSOR,Kec. Banjaran Ds. Mekarjaya,BANDUNG,JAWA BARAT,Dokumentasi,●Akibat Curah dengan intensitas tinggi,,,,1,,0
